Job Post ID,Hours Per Week,Currency,Salary Frequency,Salary Description,Minimum Salary,Maximum Salary,Annualised Minimum Salary in KYD,Annualised Maximum Salary in KYD,Mean Annual Salary in KYD
V2E7J7,40,USD,Bi-Weekly,USD$10.75 Per Hour (paid Bi-Weekly),22360,22360,18633.33,18633.33,18633.33
U8H2K4,37.5,USD,Per Month,"USD$300,000 - USD$350,000 Per Annum (paid Monthly)",300000,350000,250000,291666.67,270833.33
U7W2E6,45,KYD,Per Month,"KYD$18,720 - KYD$21,060 Per Annum (paid Monthly)",18720,21060,18720,21060,19890
U6S3V7,40,KYD,Per Month,KYD$12 Per Hour (paid Monthly),24960,24960,24960,24960,24960
U4Y4N3,45,KYD,Per Month,"KYD$2,500 - KYD$3,400 Monthly",30000,40800,30000,40800,35400
U3Y8J2,45,KYD,Per Month,KYD$6 - KYD$8 Per Hour (paid Monthly),14040,18720,14040,18720,16380
U3K7K3,40,KYD,Per Month,KYD$12 Per Hour (paid Monthly),24960,24960,24960,24960,24960
U2T4N6,45,KYD,Per Week,KYD$6.75 - KYD$8.75 Per Hour (paid Weekly),15795,20475,15795,20475,18135
U2H6A6,45,KYD,Per Month,"KYD$32,400 Per Annum (paid Monthly)",32400,32400,32400,32400,32400
U2A8F7,45,KYD,Per Week,KYD$292.5 - KYD$675 Weekly,15210,35100,15210,35100,25155
T8W7E6,45,KYD,Bi-Weekly,KYD$300 - KYD$350 Weekly (paid Bi-Weekly),15600,18200,15600,18200,16900
T8H3M7,45,KYD,Per Week,KYD$405 Weekly,21060,21060,21060,21060,21060
T7U4H7,45,KYD,Per Month,"KYD$24,000 - KYD$27,600 Per Annum (paid Monthly)",24000,27600,24000,27600,25800
T7T5F3,42.5,USD,Bi-Weekly,USD$12 Per Hour (paid Bi-Weekly) + gratuities,26520,26520,22100,22100,22100
T6N4Y4,37.5,KYD,Per Month,"KYD$139,590 - KYD$183,831 Per Annum (paid Monthly)",139590,183831,139590,183831,161710.5
T6B5D4,45,KYD,Bi-Weekly,"KYD$1,000 Bi-Weekly (paid Bi-Weekly)",26000,26000,26000,26000,26000
T5U2P8,45,KYD,Bi-Weekly,KYD$14 Per Hour (paid Bi-Weekly),32760,32760,32760,32760,32760
T5H4H7,45,USD,Per Month,"USD$7,500 - USD$9,000 Monthly",90000,108000,75000,90000,82500
T5B6B5,45,KYD,Bi-Weekly,"KYD$32,760 - KYD$39,780 Per Annum (paid Bi-Weekly)",32760,39780,32760,39780,36270
T2N2D3,45,KYD,Per Week,"KYD$540 - KYD$5,130 Weekly",28080,266760,28080,266760,147420
T2M8R3,45,KYD,Per Month,KYD$6 - KYD$8.5 Per Hour (paid Monthly),14040,19890,14040,19890,16965
T2E8U5,40,KYD,Per Month,KYD$12 Per Hour (paid Monthly),24960,24960,24960,24960,24960
T2B8H7,45,KYD,Per Week,KYD$630 - KYD$810 Weekly,32760,42120,32760,42120,37440
T2B2Y3,45,KYD,Bi-Weekly,"KYD$825 - KYD$1,000 Bi-Weekly (paid Bi-Weekly) + gratuities",21450,26000,21450,26000,23725
S8E2Y7,40,KYD,Per Month,KYD$325 Weekly (paid Monthly),16900,16900,16900,16900,16900
S7D5J6,42.5,USD,Bi-Weekly,"USD$68,000 - USD$72,000 Per Annum (paid Bi-Weekly)",68000,72000,56666.67,60000,58333.33
S6B3H4,40,KYD,Per Month,"KYD$2,900 - KYD$3,100 Monthly",34800,37200,34800,37200,36000
S5W8V6,45,KYD,Bi-Weekly,KYD$540 - KYD$630 Bi-Weekly (paid Bi-Weekly),14040,16380,14040,16380,15210
S5P6R2,45,KYD,Per Month,"KYD$32,400 Per Annum (paid Monthly)",32400,32400,32400,32400,32400
S4E2X4,45,KYD,Per Month,"KYD$32,502.6 - KYD$38,352.6 Per Annum (paid Monthly)",32502.6,38352.6,32502.6,38352.6,35427.6
S4C2S6,45,KYD,Bi-Weekly,KYD$12 - KYD$13 Per Hour (paid Bi-Weekly),28080,30420,28080,30420,29250
S3Y6S4,45,KYD,Per Month,"KYD$24,960 - KYD$31,200 Per Annum (paid Monthly)",24960,31200,24960,31200,28080
S3M8D8,45,KYD,Per Week,KYD$12 - KYD$17 Per Hour (paid Weekly),28080,39780,28080,39780,33930
S2K8R5,45,KYD,Bi-Weekly,KYD$10 - KYD$14 Per Hour (paid Bi-Weekly),23400,32760,23400,32760,28080
S2C7H3,45,KYD,Per Week,KYD$6 - KYD$8 Per Hour (paid Weekly),14040,18720,14040,18720,16380
R8R7T2,45,KYD,Bi-Weekly,KYD$10 - KYD$14 Per Hour (paid Bi-Weekly),23400,32760,23400,32760,28080
R8K7V3,37.5,USD,Per Month,"USD$149,994 - USD$170,001 Per Annum (paid Monthly)",149994,170001,124995,141667.5,133331.25
R8J4V4,37.5,USD,Per Month,"USD$120,000 - USD$155,000 Per Annum (paid Monthly)",120000,155000,100000,129166.67,114583.33
R8H3J3,45,KYD,Per Month,KYD$14 - KYD$18 Per Hour (paid Monthly),32760,42120,32760,42120,37440
R6R8P3,40,KYD,Per Week,KYD$400 - KYD$800 Weekly,20800,41600,20800,41600,31200
R6E8C2,45,KYD,Bi-Weekly,"KYD$15,210 - KYD$23,400 Per Annum (paid Bi-Weekly)",15210,23400,15210,23400,19305
R5M3R3,45,KYD,Per Month,"KYD$20,800 - KYD$23,400 Per Annum (paid Monthly)",20800,23400,20800,23400,22100
R4U4V7,45,KYD,Per Month,"KYD$150,000 - KYD$180,000 Per Annum (paid Monthly)",150000,180000,150000,180000,165000
R4K5H6,45,KYD,Per Week,KYD$6.75 - KYD$8.75 Per Hour (paid Weekly),15795,20475,15795,20475,18135
R2V4R7,45,KYD,Per Hour,KYD$6.5 - KYD$7 Per Hour (paid Per Hour),15210,16380,15210,16380,15795
Q8U4C8,40,KYD,Per Month,"KYD$3,315.87 - KYD$4,062.93 Monthly",39790.4,48755.2,39790.4,48755.2,44272.8
Q8R6X6,45,KYD,Per Week,KYD$382.5 - KYD$472.5 Weekly  + gratuities,19890,24570,19890,24570,22230
Q8R4E3,45,KYD,Per Month,"KYD$1,260 - KYD$1,395 Bi-Weekly (paid Monthly)",32760,36270,32760,36270,34515
Q8J8H6,45,KYD,Per Hour,KYD$7 - KYD$10 Per Hour (paid Per Hour),16380,23400,16380,23400,19890
Q8C6R6,40,KYD,Per Month,"KYD$65,998.4 - KYD$69,700.8 Per Annum (paid Monthly)",65998.4,69700.8,65998.4,69700.8,67849.6
Q7P4K4,45,KYD,Per Week,KYD$7 - KYD$8 Per Hour (paid Weekly),16380,18720,16380,18720,17550
Q7F3E3,45,KYD,Bi-Weekly,"KYD$675 - KYD$1,260 Bi-Weekly (paid Bi-Weekly)",17550,32760,17550,32760,25155
Q6P7M5,45,KYD,Per Month,"KYD$4,750 - KYD$6,250 Monthly",57000,75000,57000,75000,66000
Q6N5W3,40,KYD,Per Week,"KYD$31,200 - KYD$33,280 Per Annum (paid Weekly)",31200,33280,31200,33280,32240
Q5F3U5,42.5,USD,Bi-Weekly,USD$14 Per Hour (paid Bi-Weekly),30940,30940,25783.33,25783.33,25783.33
Q5B7S7,40,KYD,Per Week,KYD$400 - KYD$800 Weekly,20800,41600,20800,41600,31200
Q4Y4Y5,44,KYD,Bi-Weekly,KYD$10 - KYD$12 Per Hour (paid Bi-Weekly),22880,27456,22880,27456,25168
Q4Q8D3,40,KYD,Per Week,KYD$400 - KYD$500 Weekly,20800,26000,20800,26000,23400
Q3S4M2,45,KYD,Per Month,"KYD$105,098 - KYD$136,627 Per Annum (paid Monthly)",105098,136627,105098,136627,120862.5
Q3R6A3,45,KYD,Per Month,"KYD$24,000 - KYD$27,600 Per Annum (paid Monthly)",24000,27600,24000,27600,25800
Q3N4K8,45,KYD,Per Month,"KYD$4,500 - KYD$5,500 Monthly",54000,66000,54000,66000,60000
Q2H2R2,45,KYD,Per Hour,KYD$6 - KYD$8 Per Hour (paid Per Hour) + gratuities,14040,18720,14040,18720,16380
Q2F8Q3,40,KYD,Per Week,KYD$320 - KYD$400 Weekly,16640,20800,16640,20800,18720
Q2F5N8,45,KYD,Per Month,KYD$10 - KYD$12 Per Hour (paid Monthly),23400,28080,23400,28080,25740
Q2B2N5,40,KYD,Per Week,KYD$240 - KYD$320 Weekly,12480,16640,12480,16640,14560
P8V8T7,45,KYD,Bi-Weekly,KYD$6 - KYD$8 Per Hour (paid Bi-Weekly) + gratuities,14040,18720,14040,18720,16380
P8G8P3,45,USD,Per Month,USD$10 - USD$14 Per Hour (paid Monthly) + gratuities,23400,32760,19500,27300,23400
P7Q5F6,37.5,KYD,Bi-Monthly,"KYD$93,000 - KYD$112,000 Per Annum (paid Bi-Monthly)",93000,112000,93000,112000,102500
P5M3T4,45,KYD,Bi-Weekly,"KYD$18,720 - KYD$23,400 Per Annum (paid Bi-Weekly)",18720,23400,18720,23400,21060
P5D6B8,45,KYD,Per Month,"KYD$17,550 - KYD$19,890 Per Annum (paid Monthly)",17550,19890,17550,19890,18720
P3V7E4,45,KYD,Per Week,KYD$10 - KYD$12 Per Hour (paid Weekly),23400,28080,23400,28080,25740
P2A3A6,45,KYD,Per Week,KYD$360 - KYD$450 Weekly,18720,23400,18720,23400,21060
N7M7D3,40,KYD,Per Month,"KYD$35,000 - KYD$40,000 Per Annum (paid Monthly)",35000,40000,35000,40000,37500
N6S2B6,45,KYD,Per Month,"KYD$1,500 - KYD$1,700 Monthly",18000,20400,18000,20400,19200
N6B7S4,45,KYD,Bi-Weekly,KYD$900 Bi-Weekly (paid Bi-Weekly),23400,23400,23400,23400,23400
N4B3P3,45,KYD,Per Month,KYD$8 - KYD$10 Per Hour (paid Monthly),18720,23400,18720,23400,21060
N3M4P2,40,KYD,Per Hour,KYD$12 Per Hour (paid Per Hour),24960,24960,24960,24960,24960
N2T2F4,35,USD,Per Month,"USD$240,000 - USD$285,000 Per Annum (paid Monthly)",240000,285000,200000,237500,218750
M7W2H6,45,KYD,Bi-Weekly,KYD$10 - KYD$15 Per Hour (paid Bi-Weekly),23400,35100,23400,35100,29250
M7D7M4,45,KYD,Bi-Weekly,KYD$450 - KYD$540 Bi-Weekly (paid Bi-Weekly) + gratuities,11700,14040,11700,14040,12870
M7C8G8,40,KYD,Bi-Weekly,KYD$9 - KYD$12 Per Hour (paid Bi-Weekly),18720,24960,18720,24960,21840
M7C7V4,40,KYD,Per Month,KYD$240 - KYD$320 Weekly (paid Monthly),12480,16640,12480,16640,14560
M6S6V6,45,KYD,Per Month,"KYD$900 - KYD$1,170 Bi-Weekly (paid Monthly)",23400,30420,23400,30420,26910
M4R7A7,45,KYD,Per Month,"KYD$1,170 - KYD$1,365 Monthly",14040,16380,14040,16380,15210
M4N4N7,45,KYD,Per Week,KYD$15 - KYD$17 Per Hour (paid Weekly),35100,39780,35100,39780,37440
M4K6F3,45,KYD,Per Month,"KYD$44,998.2 - KYD$54,007.2 Per Annum (paid Monthly)",44998.2,54007.2,44998.2,54007.2,49502.7
M3X5G7,40,KYD,Per Month,KYD$7 Per Hour (paid Monthly),14560,14560,14560,14560,14560
M3K2Q8,45,KYD,Bi-Weekly,"KYD$24,008.4 - KYD$44,000 Per Annum (paid Bi-Weekly)",24008.4,44000,24008.4,44000,34004.2
M2V5D4,45,KYD,Per Week,KYD$400.05 Weekly,20802.6,20802.6,20802.6,20802.6,20802.6
M2T6V3,45,USD,Per Month,"USD$70,000 - USD$85,000 Per Annum (paid Monthly)",70000,85000,58333.33,70833.33,64583.33
M2D6M2,40,KYD,Per Day,KYD$48 - KYD$64 Per Day (paid Per Day),12480,16640,12480,16640,14560
K4W3A2,45,KYD,Per Month,"KYD$30,420 - KYD$42,120 Per Annum (paid Monthly)",30420,42120,30420,42120,36270
K4P3Y6,45,KYD,Per Month,KYD$6 - KYD$8 Per Hour (paid Monthly),14040,18720,14040,18720,16380
K4N2U8,42,KYD,Per Month,"KYD$200,000 - KYD$250,000 Per Annum (paid Monthly)",200000,250000,200000,250000,225000
K4K3K8,45,KYD,Per Week,KYD$360 - KYD$450 Weekly,18720,23400,18720,23400,21060
K3J2X3,37.5,USD,Per Month,"USD$85,000 - USD$90,000 Per Annum (paid Monthly)",85000,90000,70833.33,75000,72916.67
K2U3J2,45,KYD,Bi-Weekly,"KYD$1,440 - KYD$1,710 Bi-Weekly (paid Bi-Weekly)",37440,44460,37440,44460,40950
K2M5H7,45,KYD,Per Week,KYD$10 - KYD$14 Per Hour (paid Weekly),23400,32760,23400,32760,28080
J7T4H3,45,KYD,Per Month,"KYD$84,700 - KYD$137,600 Per Annum (paid Monthly)",84700,137600,84700,137600,111150
J7M2S8,45,KYD,Per Month,"KYD$1,500 - KYD$1,800 Monthly",18000,21600,18000,21600,19800
J6S4G8,45,KYD,Per Month,KYD$10 - KYD$12 Per Hour (paid Monthly),23400,28080,23400,28080,25740
J6P3E2,45,KYD,Per Month,"KYD$2,700.75 Monthly",32409,32409,32409,32409,32409
J6J3Y3,45,KYD,Per Week,KYD$495 - KYD$630 Weekly,25740,32760,25740,32760,29250
J5N4C8,40,KYD,Per Month,KYD$7 Per Hour (paid Monthly),14560,14560,14560,14560,14560
J5D3V2,37.5,USD,Per Month,"USD$89,992.5 - USD$126,000 Per Annum (paid Monthly)",89992.5,126000,74993.75,105000,89996.88
J4Y3E2,45,KYD,Per Week,KYD$8.75 - KYD$11 Per Hour (paid Weekly),20475,25740,20475,25740,23107.5
J4R5G5,45,KYD,Per Week,"KYD$18,200 Per Annum (paid Weekly)",18200,18200,18200,18200,18200
J2P5K4,40,KYD,Per Year,"KYD$188,000 - KYD$228,000 Per Annum (paid Per Annum)",188000,228000,188000,228000,208000
J2C2Q3,45,KYD,Per Month,"KYD$55,000 - KYD$83,000 Per Annum (paid Monthly)",55000,83000,55000,83000,69000
H8W8Y2,45,KYD,Per Week,KYD$12 - KYD$15 Per Hour (paid Weekly),28080,35100,28080,35100,31590
H8V2V6,45,KYD,Per Week,KYD$6.5 - KYD$10 Per Hour (paid Weekly),15210,23400,15210,23400,19305
H7J4P8,40,KYD,Bi-Weekly,KYD$10 - KYD$14 Per Hour (paid Bi-Weekly),20800,29120,20800,29120,24960
H4X8S6,40,KYD,Per Month,KYD$6 - KYD$15 Per Hour (paid Monthly),12480,31200,12480,31200,21840
H4V5D4,45,KYD,Per Month,KYD$8 - KYD$10 Per Hour (paid Monthly),18720,23400,18720,23400,21060
H3T4E6,45,KYD,Bi-Monthly,"KYD$14,040 - KYD$16,380 Per Annum (paid Bi-Monthly) + gratuities",14040,16380,14040,16380,15210
H3J7F3,37.5,USD,Per Month,"USD$120,000 - USD$140,000 Per Annum (paid Monthly)",120000,140000,100000,116666.67,108333.33
H3E5E3,45,KYD,Per Month,"KYD$2,500 - KYD$2,800 Monthly",30000,33600,30000,33600,31800
H2X6G4,45,KYD,Per Week,KYD$300.15 - KYD$499.95 Weekly,15607.8,25997.4,15607.8,25997.4,20802.6
G8T4S4,42.5,USD,Bi-Weekly,"USD$73,000 - USD$77,000 Per Annum (paid Bi-Weekly)",73000,77000,60833.33,64166.67,62500
G7Y4R5,45,KYD,Per Month,"KYD$32,760 - KYD$42,120 Per Annum (paid Monthly)",32760,42120,32760,42120,37440
G7A4P8,42.5,USD,Bi-Weekly,USD$12 Per Hour (paid Bi-Weekly) + gratuities,26520,26520,22100,22100,22100
G7A2V2,45,KYD,Per Week,KYD$14 - KYD$16 Per Hour (paid Weekly),32760,37440,32760,37440,35100
G6Q5D6,42.5,USD,Bi-Weekly,"USD$82,000 - USD$87,000 Per Annum (paid Bi-Weekly)",82000,87000,68333.33,72500,70416.67
G6F6G4,37.5,USD,Per Month,"USD$250,009.5 - USD$269,997 Per Annum (paid Monthly)",250009.5,269997,208341.25,224997.5,216669.38
G6B5Y6,45,KYD,Bi-Weekly,"KYD$3,150 - KYD$3,600 Bi-Weekly (paid Bi-Weekly)",81900,93600,81900,93600,87750
G3W4K5,37.5,USD,Per Month,"USD$80,000 - USD$90,000 Per Annum (paid Monthly)",80000,90000,66666.67,75000,70833.33
G3P6E5,45,KYD,Per Week,KYD$300 Weekly,15600,15600,15600,15600,15600
G3F8M5,45,KYD,Per Month,"KYD$30,000 - KYD$32,400 Per Annum (paid Monthly)",30000,32400,30000,32400,31200
F8R6N7,40,USD,Per Year,"USD$85,000 - USD$120,000 Per Annum (paid Per Annum)",85000,120000,70833.33,100000,85416.67
F8R3K3,40,KYD,Per Month,"KYD$75,000 - KYD$90,000 Per Annum (paid Monthly)",75000,90000,75000,90000,82500
F8G6V5,37.5,USD,Per Month,"USD$100,000 - USD$130,000 Per Annum (paid Monthly) + gratuities",100000,130000,83333.33,108333.33,95833.33
F7Q5X4,40,KYD,Per Week,KYD$400 - KYD$800 Weekly,20800,41600,20800,41600,31200
F7M6K8,45,KYD,Per Month,"KYD$90,000 - KYD$120,000 Per Annum (paid Monthly)",90000,120000,90000,120000,105000
F4V6J6,40,KYD,Per Month,"KYD$35,000 - KYD$40,000 Per Annum (paid Monthly)",35000,40000,35000,40000,37500
F3F7E8,40,KYD,Per Month,"KYD$30,000 - KYD$40,000 Per Annum (paid Monthly)",30000,40000,30000,40000,35000
F3D3V2,45,KYD,Per Month,"KYD$8,000 - KYD$10,000 Monthly",96000,120000,96000,120000,108000
F2D4G7,45,KYD,Per Week,KYD$10 - KYD$14 Per Hour (paid Weekly),23400,32760,23400,32760,28080
E8K5B4,45,KYD,Per Hour,KYD$12 - KYD$19 Per Hour (paid Per Hour),28080,44460,28080,44460,36270
E8C3H8,42.5,USD,Bi-Weekly,USD$12 Per Hour (paid Bi-Weekly) + gratuities,26520,26520,22100,22100,22100
E6H8X4,45,KYD,Bi-Weekly,"KYD$70,200 Per Annum (paid Bi-Weekly)",70200,70200,70200,70200,70200
E6C3K2,45,KYD,Bi-Weekly,KYD$6 - KYD$8 Per Hour (paid Bi-Weekly),14040,18720,14040,18720,16380
E5T6B5,40,USD,Per Month,"USD$160,000 - USD$180,000 Per Annum (paid Monthly)",160000,180000,133333.33,150000,141666.67
E5C2P4,45,KYD,Per Month,KYD$415.35 - KYD$461.7 Weekly (paid Monthly),21598.2,24008.4,21598.2,24008.4,22803.3
E3U4G3,45,KYD,Bi-Weekly,KYD$14 - KYD$16 Per Hour (paid Bi-Weekly),32760,37440,32760,37440,35100
E3T5U2,45,KYD,Per Week,KYD$350 - KYD$500 Weekly,18200,26000,18200,26000,22100
E3H4Q6,45,USD,Bi-Weekly,USD$6 - USD$8 Per Hour (paid Bi-Weekly) + gratuities,14040,18720,11700,15600,13650
E2H4B6,40,KYD,Per Month,"KYD$1,560 - KYD$1,639.73 Monthly",18720,19676.8,18720,19676.8,19198.4
D8Q7T6,45,KYD,Bi-Weekly,"KYD$14,040 - KYD$18,720 Per Annum (paid Bi-Weekly)",14040,18720,14040,18720,16380
D7G6X3,45,USD,Per Month,"USD$80,000 - USD$95,000 Per Annum (paid Monthly)",80000,95000,66666.67,79166.67,72916.67
D6R2B3,45,KYD,Per Week,KYD$270 - KYD$360 Weekly,14040,18720,14040,18720,16380
D6E2E8,45,KYD,Per Month,"KYD$30,000 - KYD$32,400 Per Annum (paid Monthly)",30000,32400,30000,32400,31200
D5J6N3,45,KYD,Per Week,KYD$270 - KYD$315 Weekly,14040,16380,14040,16380,15210
D5G5P4,45,KYD,Per Week,KYD$6 - KYD$8 Per Hour (paid Weekly),14040,18720,14040,18720,16380
D5D4G7,45,KYD,Per Week,"KYD$16,380 - KYD$18,720 Per Annum (paid Weekly)",16380,18720,16380,18720,17550
D4Q7S5,45,KYD,Per Week,KYD$6 - KYD$7 Per Hour (paid Weekly),14040,16380,14040,16380,15210
D4J5E3,45,KYD,Per Month,KYD$10.5 - KYD$14.5 Per Hour (paid Monthly),24570,33930,24570,33930,29250
D4F8U5,40,KYD,Per Month,KYD$6 - KYD$15 Per Hour (paid Monthly),12480,31200,12480,31200,21840
D3V3S5,45,KYD,Bi-Weekly,KYD$9 - KYD$15 Per Hour (paid Bi-Weekly),21060,35100,21060,35100,28080
D3S5P2,45,KYD,Bi-Weekly,"KYD$1,170 - KYD$1,530 Bi-Weekly (paid Bi-Weekly)",30420,39780,30420,39780,35100
C7U3Y2,45,KYD,Per Month,"KYD$36,000 - KYD$38,400 Per Annum (paid Monthly)",36000,38400,36000,38400,37200
C7F2Y5,40,USD,Per Year,"USD$125,008 - USD$199,992 Per Annum (paid Per Annum)",125008,199992,104173.33,166660,135416.67
C6Q6K6,45,KYD,Per Month,"KYD$36,000 - KYD$60,000 Per Annum (paid Monthly)",36000,60000,36000,60000,48000
C5T7S4,40,KYD,Per Week,KYD$320 - KYD$400 Weekly,16640,20800,16640,20800,18720
C5K8G6,40,USD,Bi-Weekly,"USD$1,200 - USD$1,360 Bi-Weekly (paid Bi-Weekly)",31200,35360,26000,29466.67,27733.33
C4D2R3,45,KYD,Bi-Weekly,"KYD$1,170 - KYD$1,530 Bi-Weekly (paid Bi-Weekly)",30420,39780,30420,39780,35100
C3V4G2,40,USD,Bi-Weekly,USD$17 Per Hour (paid Bi-Weekly),35360,35360,29466.67,29466.67,29466.67
B7P4Q2,45,KYD,Per Week,"KYD$14,040 - KYD$14,554.8 Per Annum (paid Weekly)",14040,14554.8,14040,14554.8,14297.4
B6V2Y8,45,KYD,Per Hour,KYD$7 - KYD$10 Per Hour (paid Per Hour),16380,23400,16380,23400,19890
B6S8H2,37.5,KYD,Per Hour,KYD$7 - KYD$8 Per Hour (paid Per Hour),13650,15600,13650,15600,14625
B6C7X7,45,KYD,Bi-Weekly,KYD$900 Bi-Weekly (paid Bi-Weekly),23400,23400,23400,23400,23400
B5U8U4,40,USD,Per Month,"USD$150,000 - USD$180,000 Per Annum (paid Monthly)",150000,180000,125000,150000,137500
B4Y6E4,45,KYD,Bi-Weekly,"KYD$36,000 - KYD$54,000 Per Annum (paid Bi-Weekly)",36000,54000,36000,54000,45000
B4S8B2,40,KYD,Per Month,"KYD$42,000 - KYD$54,000 Per Annum (paid Monthly)",42000,54000,42000,54000,48000
B4N7A4,45,KYD,Bi-Weekly,"KYD$18,720 - KYD$23,400 Per Annum (paid Bi-Weekly) + gratuities",18720,23400,18720,23400,21060
B3U8A4,45,KYD,Per Month,"KYD$6,200 - KYD$7,500 Monthly",74400,90000,74400,90000,82200
B3R3P7,37.5,USD,Per Month,"USD$200,000 - USD$260,000 Per Annum (paid Monthly)",200000,260000,166666.67,216666.67,191666.67
A8S8W7,45,KYD,Per Year,"KYD$84,500 - KYD$90,500 Per Annum (paid Per Annum)",84500,90500,84500,90500,87500
A8R5Y6,45,KYD,Per Hour,"KYD$25,272 - KYD$34,936.2 Per Annum (paid Per Hour)",25272,34936.2,25272,34936.2,30104.1
A8Q2T6,45,KYD,Per Month,KYD$7 - KYD$9 Per Hour (paid Monthly),16380,21060,16380,21060,18720
A8N6N6,45,KYD,Bi-Monthly,"KYD$17,550 - KYD$19,890 Per Annum (paid Bi-Monthly)",17550,19890,17550,19890,18720
A8C3H2,40,KYD,Per Hour,KYD$12 Per Hour (paid Per Hour),24960,24960,24960,24960,24960
A7R3E2,45,KYD,Per Month,"KYD$60,000 - KYD$64,800 Per Annum (paid Monthly)",60000,64800,60000,64800,62400
A5Y4K6,45,KYD,Per Week,KYD$14 - KYD$16 Per Hour (paid Weekly),32760,37440,32760,37440,35100
A5D8B2,45,KYD,Per Hour,KYD$6 - KYD$8 Per Hour (paid Per Hour),14040,18720,14040,18720,16380
A4U8K7,40,KYD,Per Week,KYD$480 - KYD$600 Weekly,24960,31200,24960,31200,28080
A3E3R4,40,KYD,Per Week,KYD$350 - KYD$400 Weekly,18200,20800,18200,20800,19500
A2T6G5,45,USD,Bi-Weekly,"USD$100,000 - USD$120,000 Per Annum (paid Bi-Weekly)",100000,120000,83333.33,100000,91666.67
A2J6U7,45,KYD,Per Month,"KYD$67,560 - KYD$87,828 Per Annum (paid Monthly)",67560,87828,67560,87828,77694
T6M8B8,45,KYD,Bi-Weekly,"KYD$16,894.8 - KYD$44,202.6 Per Annum (paid Bi-Weekly)",16894.8,44202.6,16894.8,44202.6,30548.7
T2W2A4,45,KYD,Per Hour,KYD$16 - KYD$20 Per Hour (paid Per Hour),37440,46800,37440,46800,42120
P5A8J8,40,KYD,Bi-Monthly,"KYD$1,300 Monthly (paid Bi-Monthly)",15600,15600,15600,15600,15600
K5N4H7,45,KYD,Per Month,"KYD$60,000 - KYD$80,000 Per Annum (paid Monthly)",60000,80000,60000,80000,70000
G4S7N6,45,KYD,Bi-Weekly,"KYD$16,894.8 - KYD$46,800 Per Annum (paid Bi-Weekly)",16894.8,46800,16894.8,46800,31847.4
G2K2H2,45,KYD,Bi-Weekly,"KYD$16,894.8 - KYD$46,800 Per Annum (paid Bi-Weekly)",16894.8,46800,16894.8,46800,31847.4
E7P7Q5,45,KYD,Per Month,"KYD$14,040 - KYD$23,400 Per Annum (paid Monthly)",14040,23400,14040,23400,18720
C5E8F3,45,KYD,Bi-Weekly,KYD$14 - KYD$18 Per Hour (paid Bi-Weekly),32760,42120,32760,42120,37440
A7Y6B8,45,KYD,Bi-Weekly,KYD$12 - KYD$18 Per Hour (paid Bi-Weekly),28080,42120,28080,42120,35100
Y7T5A7,45,USD,Bi-Weekly,"USD$18,720 - USD$23,400 Per Annum (paid Bi-Weekly)",18720,23400,15600,19500,17550
X7M5K6,45,USD,Bi-Weekly,"USD$18,720 - USD$23,400 Per Annum (paid Bi-Weekly)",18720,23400,15600,19500,17550
W2C3H4,45,USD,Bi-Weekly,"USD$18,720 - USD$23,400 Per Annum (paid Bi-Weekly)",18720,23400,15600,19500,17550
U6R2U3,37.5,USD,Per Month,"USD$85,000 - USD$115,000 Per Annum (paid Monthly)",85000,115000,70833.33,95833.33,83333.33
N7E3Q8,40,KYD,Bi-Weekly,"KYD$16,640 - KYD$31,200 Per Annum (paid Bi-Weekly) + gratuities",16640,31200,16640,31200,23920
N3U3R4,41,KYD,Per Month,"KYD$1,300 - KYD$2,000 Monthly",15600,24000,15600,24000,19800
J8A3B4,45,KYD,Bi-Weekly,"KYD$20,802.6 - KYD$65,005.2 Per Annum (paid Bi-Weekly)",20802.6,65005.2,20802.6,65005.2,42903.9
H8P6C7,40,KYD,Per Month,KYD$240 - KYD$320 Weekly (paid Monthly),12480,16640,12480,16640,14560
Y7J2U6,45,KYD,Per Month,"KYD$26,000 - KYD$36,400 Per Annum (paid Monthly)",26000,36400,26000,36400,31200
R4S6P7,45,KYD,Bi-Weekly,"KYD$14,040 - KYD$23,400 Per Annum (paid Bi-Weekly)",14040,23400,14040,23400,18720
J2W6B5,45,KYD,Per Month,"KYD$19,500 - KYD$28,600 Per Annum (paid Monthly)",19500,28600,19500,28600,24050
U7N3Q4,45,KYD,Per Month,"KYD$3,749.85 Monthly",44998.2,44998.2,44998.2,44998.2,44998.2
R3J5Y8,9.5,KYD,Per Week,"KYD$20,800 Per Annum (paid Weekly)",20800,20800,20800,20800,20800
B2X5N7,40,KYD,Per Week,KYD$240 - KYD$400 Weekly,12480,20800,12480,20800,16640
Y8F8E2,45,KYD,Bi-Weekly,KYD$9 - KYD$12 Per Hour (paid Bi-Weekly),21060,28080,21060,28080,24570
Y8F5V6,45,KYD,Bi-Weekly,KYD$6 - KYD$9 Per Hour (paid Bi-Weekly),14040,21060,14040,21060,17550
Y5M4H8,40,KYD,Per Month,"KYD$1,560 - KYD$2,166.67 Monthly",18720,26000,18720,26000,22360
Y4M2C3,45,USD,Bi-Weekly,"USD$23,400 - USD$35,100 Per Annum (paid Bi-Weekly)",23400,35100,19500,29250,24375
Y3R3B7,45,KYD,Per Month,"KYD$45,000 - KYD$60,000 Per Annum (paid Monthly)",45000,60000,45000,60000,52500
Y2V2K2,45,KYD,Per Week,KYD$450 - KYD$540 Weekly,23400,28080,23400,28080,25740
